Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
41.0, 29.0, 12.0, 28.0, 1.0, 11.0, 1.0
Porcentagem, 70.7317073171, 29.2682926829, 68.2926829268, 2.43902439024, 26.8292682927, 2.43902439024
