Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
194.0, 179.0, 15.0, 21.0, 13.0, 2.0, 158.0
Porcentagem, 92.2680412371, 7.73195876289, 10.824742268, 6.70103092784, 1.03092783505, 81.4432989691
