Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
41.0, 33.0, 8.0, 0.0, 3.0, 5.0, 33.0
Porcentagem, 80.487804878, 19.512195122, 0.0, 7.31707317073, 12.1951219512, 80.487804878
