Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
36.0, 20.0, 16.0, 12.0, 1.0, 15.0, 8.0
Porcentagem, 55.5555555556, 44.4444444444, 33.3333333333, 2.77777777778, 41.6666666667, 22.2222222222
