Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
290.0, 279.0, 11.0, 279.0, 0.0, 11.0, 0.0
Porcentagem, 96.2068965517, 3.79310344828, 96.2068965517, 0.0, 3.79310344828, 0.0
