Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
725.0, 563.0, 162.0, 305.0, 82.0, 80.0, 258.0
Porcentagem, 77.6551724138, 22.3448275862, 42.0689655172, 11.3103448276, 11.0344827586, 35.5862068966
