Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
36.0, 23.0, 13.0, 2.0, 5.0, 8.0, 21.0
Porcentagem, 63.8888888889, 36.1111111111, 5.55555555556, 13.8888888889, 22.2222222222, 58.3333333333
