Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
34.0, 24.0, 10.0, 24.0, 3.0, 7.0, 0.0
Porcentagem, 70.5882352941, 29.4117647059, 70.5882352941, 8.82352941176, 20.5882352941, 0.0
