Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
41.0, 23.0, 18.0, 16.0, 7.0, 11.0, 7.0
Porcentagem, 56.0975609756, 43.9024390244, 39.0243902439, 17.0731707317, 26.8292682927, 17.0731707317
