Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
36.0, 21.0, 15.0, 12.0, 6.0, 9.0, 9.0
Porcentagem, 58.3333333333, 41.6666666667, 33.3333333333, 16.6666666667, 25.0, 25.0
