Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
375.0, 336.0, 39.0, 161.0, 23.0, 16.0, 175.0
Porcentagem, 89.6, 10.4, 42.9333333333, 6.13333333333, 4.26666666667, 46.6666666667
