Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
41.0, 25.0, 16.0, 9.0, 9.0, 7.0, 16.0
Porcentagem, 60.9756097561, 39.0243902439, 21.9512195122, 21.9512195122, 17.0731707317, 39.0243902439
