Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
386.0, 346.0, 40.0, 158.0, 28.0, 12.0, 188.0
Porcentagem, 89.6373056995, 10.3626943005, 40.932642487, 7.25388601036, 3.10880829016, 48.7046632124
