Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
191.0, 189.0, 2.0, 11.0, 2.0, 0.0, 178.0
Porcentagem, 98.9528795812, 1.04712041885, 5.75916230366, 1.04712041885, 0.0, 93.1937172775
