Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
32.0, 29.0, 3.0, 0.0, 1.0, 2.0, 29.0
Porcentagem, 90.625, 9.375, 0.0, 3.125, 6.25, 90.625
