Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
127.0, 125.0, 2.0, 11.0, 2.0, 0.0, 114.0
Porcentagem, 98.4251968504, 1.57480314961, 8.66141732283, 1.57480314961, 0.0, 89.7637795276
