Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
1004.0, 774.0, 230.0, 523.0, 56.0, 174.0, 251.0
Porcentagem, 77.0916334661, 22.9083665339, 52.0916334661, 5.57768924303, 17.3306772908, 25.0
