Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
41.0, 18.0, 23.0, 9.0, 13.0, 10.0, 9.0
Porcentagem, 43.9024390244, 56.0975609756, 21.9512195122, 31.7073170732, 24.3902439024, 21.9512195122
