Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
1148.0, 844.0, 304.0, 443.0, 156.0, 148.0, 401.0
Porcentagem, 73.5191637631, 26.4808362369, 38.5888501742, 13.5888501742, 12.8919860627, 34.9303135889
