Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
589.0, 526.0, 63.0, 159.0, 38.0, 25.0, 367.0
Porcentagem, 89.3039049236, 10.6960950764, 26.9949066214, 6.45161290323, 4.24448217317, 62.3089983022
