Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
81.0, 81.0, 0.0, 35.0, 0.0, 0.0, 46.0
Porcentagem, 100.0, 0.0, 43.2098765432, 0.0, 0.0, 56.7901234568
