Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
594.0, 567.0, 27.0, 179.0, 21.0, 6.0, 388.0
Porcentagem, 95.4545454545, 4.54545454545, 30.1346801347, 3.53535353535, 1.0101010101, 65.3198653199
