Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
41.0, 23.0, 18.0, 18.0, 6.0, 12.0, 5.0
Porcentagem, 56.0975609756, 43.9024390244, 43.9024390244, 14.6341463415, 29.2682926829, 12.1951219512
