Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
41.0, 22.0, 19.0, 22.0, 5.0, 14.0, 0.0
Porcentagem, 53.6585365854, 46.3414634146, 53.6585365854, 12.1951219512, 34.1463414634, 0.0
