Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
36.0, 14.0, 22.0, 9.0, 12.0, 10.0, 5.0
Porcentagem, 38.8888888889, 61.1111111111, 25.0, 33.3333333333, 27.7777777778, 13.8888888889
