Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
173.0, 163.0, 10.0, 97.0, 1.0, 9.0, 66.0
Porcentagem, 94.2196531792, 5.78034682081, 56.0693641618, 0.578034682081, 5.20231213873, 38.1502890173
