Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
25.0, 13.0, 12.0, 5.0, 10.0, 2.0, 8.0
Porcentagem, 52.0, 48.0, 20.0, 40.0, 8.0, 32.0
