Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
332.0, 237.0, 95.0, 124.0, 49.0, 46.0, 113.0
Porcentagem, 71.3855421687, 28.6144578313, 37.3493975904, 14.7590361446, 13.8554216867, 34.0361445783
