Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
27.0, 16.0, 11.0, 10.0, 9.0, 2.0, 6.0
Porcentagem, 59.2592592593, 40.7407407407, 37.037037037, 33.3333333333, 7.40740740741, 22.2222222222
