Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
36.0, 15.0, 21.0, 8.0, 5.0, 16.0, 7.0
Porcentagem, 41.6666666667, 58.3333333333, 22.2222222222, 13.8888888889, 44.4444444444, 19.4444444444
