Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
36.0, 22.0, 14.0, 21.0, 6.0, 8.0, 1.0
Porcentagem, 61.1111111111, 38.8888888889, 58.3333333333, 16.6666666667, 22.2222222222, 2.77777777778
