Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
356.0, 324.0, 32.0, 235.0, 6.0, 26.0, 89.0
Porcentagem, 91.0112359551, 8.98876404494, 66.0112359551, 1.68539325843, 7.30337078652, 25.0
