Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
493.0, 394.0, 99.0, 258.0, 37.0, 62.0, 136.0
Porcentagem, 79.9188640974, 20.0811359026, 52.3326572008, 7.50507099391, 12.5760649087, 27.5862068966
