Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
483.0, 411.0, 72.0, 354.0, 2.0, 70.0, 57.0
Porcentagem, 85.0931677019, 14.9068322981, 73.2919254658, 0.414078674948, 14.4927536232, 11.801242236
