Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
36.0, 24.0, 12.0, 23.0, 4.0, 8.0, 1.0
Porcentagem, 66.6666666667, 33.3333333333, 63.8888888889, 11.1111111111, 22.2222222222, 2.77777777778
