Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
41.0, 25.0, 16.0, 13.0, 8.0, 8.0, 12.0
Porcentagem, 60.9756097561, 39.0243902439, 31.7073170732, 19.512195122, 19.512195122, 29.2682926829
