Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
41.0, 22.0, 19.0, 16.0, 4.0, 15.0, 6.0
Porcentagem, 53.6585365854, 46.3414634146, 39.0243902439, 9.75609756098, 36.5853658537, 14.6341463415
