Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
355.0, 303.0, 52.0, 294.0, 2.0, 50.0, 9.0
Porcentagem, 85.3521126761, 14.6478873239, 82.8169014085, 0.56338028169, 14.0845070423, 2.53521126761
