Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
36.0, 20.0, 16.0, 4.0, 5.0, 11.0, 16.0
Porcentagem, 55.5555555556, 44.4444444444, 11.1111111111, 13.8888888889, 30.5555555556, 44.4444444444
