Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
36.0, 25.0, 11.0, 18.0, 3.0, 8.0, 7.0
Porcentagem, 69.4444444444, 30.5555555556, 50.0, 8.33333333333, 22.2222222222, 19.4444444444
