Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
864.0, 714.0, 150.0, 657.0, 16.0, 134.0, 57.0
Porcentagem, 82.6388888889, 17.3611111111, 76.0416666667, 1.85185185185, 15.5092592593, 6.59722222222
