Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
36.0, 26.0, 10.0, 26.0, 5.0, 5.0, 0.0
Porcentagem, 72.2222222222, 27.7777777778, 72.2222222222, 13.8888888889, 13.8888888889, 0.0
