Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
36.0, 34.0, 2.0, 34.0, 0.0, 2.0, 0.0
Porcentagem, 94.4444444444, 5.55555555556, 94.4444444444, 0.0, 5.55555555556, 0.0
