Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
20.0, 14.0, 6.0, 11.0, 0.0, 6.0, 3.0
Porcentagem, 70.0, 30.0, 55.0, 0.0, 30.0, 15.0
