Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
499.0, 459.0, 40.0, 456.0, 0.0, 40.0, 3.0
Porcentagem, 91.9839679359, 8.01603206413, 91.3827655311, 0.0, 8.01603206413, 0.60120240481
