Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
36.0, 17.0, 19.0, 4.0, 9.0, 10.0, 13.0
Porcentagem, 47.2222222222, 52.7777777778, 11.1111111111, 25.0, 27.7777777778, 36.1111111111
