Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
31.0, 17.0, 14.0, 11.0, 1.0, 13.0, 6.0
Porcentagem, 54.8387096774, 45.1612903226, 35.4838709677, 3.22580645161, 41.935483871, 19.3548387097
