Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
714.0, 572.0, 142.0, 377.0, 45.0, 97.0, 195.0
Porcentagem, 80.1120448179, 19.8879551821, 52.8011204482, 6.3025210084, 13.5854341737, 27.3109243697
