Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
34.0, 25.0, 9.0, 25.0, 3.0, 6.0, 0.0
Porcentagem, 73.5294117647, 26.4705882353, 73.5294117647, 8.82352941176, 17.6470588235, 0.0
