Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
934.0, 674.0, 260.0, 90.0, 206.0, 54.0, 584.0
Porcentagem, 72.1627408994, 27.8372591006, 9.63597430407, 22.0556745182, 5.78158458244, 62.5267665953
