Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
34.0, 23.0, 11.0, 22.0, 11.0, 0.0, 1.0
Porcentagem, 67.6470588235, 32.3529411765, 64.7058823529, 32.3529411765, 0.0, 2.94117647059
