Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
593.0, 524.0, 69.0, 347.0, 21.0, 48.0, 177.0
Porcentagem, 88.3642495784, 11.6357504216, 58.5160202361, 3.5413153457, 8.09443507589, 29.8482293423
