Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
41.0, 25.0, 16.0, 6.0, 9.0, 7.0, 19.0
Porcentagem, 60.9756097561, 39.0243902439, 14.6341463415, 21.9512195122, 17.0731707317, 46.3414634146
