Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
87.0, 87.0, 0.0, 9.0, 0.0, 0.0, 78.0
Porcentagem, 100.0, 0.0, 10.3448275862, 0.0, 0.0, 89.6551724138
