Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
263.0, 245.0, 18.0, 174.0, 3.0, 15.0, 71.0
Porcentagem, 93.1558935361, 6.84410646388, 66.1596958175, 1.14068441065, 5.70342205323, 26.9961977186
