Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
36.0, 23.0, 13.0, 20.0, 6.0, 7.0, 3.0
Porcentagem, 63.8888888889, 36.1111111111, 55.5555555556, 16.6666666667, 19.4444444444, 8.33333333333
