Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
41.0, 30.0, 11.0, 25.0, 6.0, 5.0, 5.0
Porcentagem, 73.1707317073, 26.8292682927, 60.9756097561, 14.6341463415, 12.1951219512, 12.1951219512
