Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
616.0, 479.0, 137.0, 304.0, 50.0, 87.0, 175.0
Porcentagem, 77.7597402597, 22.2402597403, 49.3506493506, 8.11688311688, 14.1233766234, 28.4090909091
