Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
36.0, 28.0, 8.0, 0.0, 2.0, 6.0, 28.0
Porcentagem, 77.7777777778, 22.2222222222, 0.0, 5.55555555556, 16.6666666667, 77.7777777778
