Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
41.0, 27.0, 14.0, 23.0, 8.0, 6.0, 4.0
Porcentagem, 65.8536585366, 34.1463414634, 56.0975609756, 19.512195122, 14.6341463415, 9.75609756098
