Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
41.0, 25.0, 16.0, 2.0, 11.0, 5.0, 23.0
Porcentagem, 60.9756097561, 39.0243902439, 4.87804878049, 26.8292682927, 12.1951219512, 56.0975609756
