Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
220.0, 213.0, 7.0, 151.0, 2.0, 5.0, 62.0
Porcentagem, 96.8181818182, 3.18181818182, 68.6363636364, 0.909090909091, 2.27272727273, 28.1818181818
