Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
36.0, 23.0, 13.0, 5.0, 6.0, 7.0, 18.0
Porcentagem, 63.8888888889, 36.1111111111, 13.8888888889, 16.6666666667, 19.4444444444, 50.0
