Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
36.0, 29.0, 7.0, 29.0, 0.0, 7.0, 0.0
Porcentagem, 80.5555555556, 19.4444444444, 80.5555555556, 0.0, 19.4444444444, 0.0
